,City,Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered,SheetName,Suspected
35039,,41,China,0,1/30/2020 11:00,,,Liaoning,1,2020-01-30-11-00,0
35040,,35,China,0,1/30/2020 11:00,,,Shanxi,1,2020-01-30-11-00,0
35041,,31,China,0,1/30/2020 11:00,,,Tianjin,0,2020-01-30-11-00,0
35042,,26,China,0,1/30/2020 11:00,,,Gansu,0,2020-01-30-11-00,0
35043,,19,China,0,1/30/2020 11:00,,,Inner Mongolia,0,2020-01-30-11-00,0
35044,,17,China,0,1/30/2020 11:00,,,Ningxia,0,2020-01-30-11-00,0
35045,,14,China,0,1/30/2020 11:00,,,Jilin,1,2020-01-30-11-00,0
35046,,14,China,0,1/30/2020 11:00,,,Xinjiang,0,2020-01-30-11-00,0
35047,,12,China,0,1/30/2020 11:00,,,Guizhou,1,2020-01-30-11-00,0
35048,,10,Hong Kong,0,1/30/2020 11:00,,,Hong Kong,0,2020-01-30-11-00,0
35049,,9,Taiwan,0,1/30/2020 11:00,,,Taiwan,0,2020-01-30-11-00,0
35050,,8,China,0,1/30/2020 11:00,,,Qinghai,0,2020-01-30-11-00,0
35051,,7,Macau,0,1/30/2020 11:00,,,Macau,0,2020-01-30-11-00,0
35052,,1,China,0,1/30/2020 11:00,,,Tibet,0,2020-01-30-11-00,0
35053,,1,US,0,1/30/2020 11:00,,,WA,0,2020-01-30-11-00,0
35054,,1,US,0,1/30/2020 11:00,,,Illinois,0,2020-01-30-11-00,0
35055,,2,US,0,1/30/2020 11:00,,,California,0,2020-01-30-11-00,0
35056,,1,US,0,1/30/2020 11:00,,,Arizona,0,2020-01-30-11-00,0
35057,,11,Japan,0,1/30/2020 11:00,,,,1,2020-01-30-11-00,0
35058,,14,Thailand,0,1/30/2020 11:00,,,,5,2020-01-30-11-00,0
35059,,4,South Korea,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35060,,10,Singapore,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35061,,2,Vietnam,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35062,,5,France,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35063,,1,Nepal,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35064,,8,Malaysia,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35065,,2,Canada,0,1/30/2020 11:00,,,Ontario,0,2020-01-30-11-00,0
35066,,1,Canada,0,1/30/2020 11:00,,,British Columbia,0,2020-01-30-11-00,0
35067,,1,Cambodia,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35068,,1,Sri Lanka,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35069,,4,Australia,0,1/30/2020 11:00,,,New South Wales,2,2020-01-30-11-00,0
35070,,2,Australia,0,1/30/2020 11:00,,,Victoria,0,2020-01-30-11-00,0
35071,,2,Australia,0,1/30/2020 11:00,,,Queensland,0,2020-01-30-11-00,0
35072,,4,Germany,0,1/30/2020 11:00,,,Bavaria,0,2020-01-30-11-00,0
35073,,1,Finland,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35074,,4,United Arab Emirates,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35075,,1,Philippines,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35076,,1,India,0,1/30/2020 11:00,,,,0,2020-01-30-11-00,0
35077,,4586,China,162,1/29/2020 21:00,,,Hubei,90,2020-01-29-21-00,0
35078,,428,China,0,1/29/2020 21:00,,,Zhejiang,4,2020-01-29-21-00,0
35079,,311,China,0,1/29/2020 21:00,,,Guangdong,6,2020-01-29-21-00,0
35080,,278,China,2,1/29/2020 21:00,,,Henan,2,2020-01-29-21-00,0
35081,,277,China,0,1/29/2020 21:00,,,Hunan,0,2020-01-29-21-00,0
35082,,200,China,0,1/29/2020 21:00,,,Anhui,2,2020-01-29-21-00,0
35083,,165,China,0,1/29/2020 21:00,,,Chongqing,1,2020-01-29-21-00,0
35084,,162,China,0,1/29/2020 21:00,,,Jiangxi,4,2020-01-29-21-00,0
35085,,145,China,0,1/29/2020 21:00,,,Shandong,1,2020-01-29-21-00,0
35086,,142,China,1,1/29/2020 21:00,,,Sichuan,1,2020-01-29-21-00,0
35087,,129,China,0,1/29/2020 21:00,,,Jiangsu,1,2020-01-29-21-00,0
35088,,111,China,1,1/29/2020 21:00,,,Beijing,4,2020-01-29-21-00,0
35089,,101,China,1,1/29/2020 21:00,,,Shanghai,5,2020-01-29-21-00,0
35090,,101,China,0,1/29/2020 21:00,,,Fujian,0,2020-01-29-21-00,0
35091,,78,China,0,1/29/2020 21:00,,,Guangxi,2,2020-01-29-21-00,0
35092,,65,China,1,1/29/2020 21:00,,,Hebei,0,2020-01-29-21-00,0
35093,,56,China,0,1/29/2020 21:00,,,Shaanxi,0,2020-01-29-21-00,0
35094,,55,China,0,1/29/2020 21:00,,,Yunnan,0,2020-01-29-21-00,0
35095,,43,China,1,1/29/2020 21:00,,,Hainan,0,2020-01-29-21-00,0
35096,,43,China,1,1/29/2020 21:00,,,Heilongjiang,0,2020-01-29-21-00,0
35097,,39,China,0,1/29/2020 21:00,,,Liaoning,1,2020-01-29-21-00,0
35098,,35,China,0,1/29/2020 21:00,,,Shanxi,1,2020-01-29-21-00,0
35099,,27,China,0,1/29/2020 21:00,,,Tianjin,0,2020-01-29-21-00,0
35100,,26,China,0,1/29/2020 21:00,,,Gansu,0,2020-01-29-21-00,0
35101,,16,China,0,1/29/2020 21:00,,,Inner Mongolia,0,2020-01-29-21-00,0
35102,,14,China,0,1/29/2020 21:00,,,Jilin,1,2020-01-29-21-00,0
35103,,14,China,0,1/29/2020 21:00,,,Xinjiang,0,2020-01-29-21-00,0
35104,,12,China,0,1/29/2020 21:00,,,Guizhou,1,2020-01-29-21-00,0
35105,,12,China,0,1/29/2020 21:00,,,Ningxia,0,2020-01-29-21-00,0
35106,,10,Hong Kong,0,1/29/2020 21:00,,,Hong Kong,0,2020-01-29-21-00,0
35107,,8,Taiwan,0,1/29/2020 21:00,,,Taiwan,0,2020-01-29-21-00,0
35108,,7,Macau,0,1/29/2020 21:00,,,Macau,0,2020-01-29-21-00,0
35109,,6,China,0,1/29/2020 21:00,,,Qinghai,0,2020-01-29-21-00,0
35110,,1,China,0,1/29/2020 21:00,,,Tibet,0,2020-01-29-21-00,0
35111,,1,US,0,1/29/2020 21:00,,,WA,0,2020-01-29-21-00,0
35112,,1,US,0,1/29/2020 21:00,,,Illinois,0,2020-01-29-21-00,0
35113,,2,US,0,1/29/2020 21:00,,,California,0,2020-01-29-21-00,0
35114,,1,US,0,1/29/2020 21:00,,,Arizona,0,2020-01-29-21-00,0
35115,,11,Japan,0,1/29/2020 21:00,,,,1,2020-01-29-21-00,0
35116,,14,Thailand,0,1/29/2020 21:00,,,,5,2020-01-29-21-00,0
35117,,4,South Korea,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35118,,10,Singapore,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35119,,2,Vietnam,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35120,,5,France,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35121,,1,Nepal,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35122,,7,Malaysia,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35123,,2,Canada,0,1/29/2020 21:00,,,Ontario,0,2020-01-29-21-00,0
35124,,1,Canada,0,1/29/2020 21:00,,,British Columbia,0,2020-01-29-21-00,0
35125,,1,Cambodia,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35126,,1,Sri Lanka,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35127,,4,Australia,0,1/29/2020 21:00,,,New South Wales,0,2020-01-29-21-00,0
35128,,2,Australia,0,1/29/2020 21:00,,,Victoria,0,2020-01-29-21-00,0
35129,,1,Australia,0,1/29/2020 21:00,,,Queensland,0,2020-01-29-21-00,0
35130,,4,Germany,0,1/29/2020 21:00,,,Bavaria,0,2020-01-29-21-00,0
35131,,1,Finland,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35132,,4,United Arab Emirates,0,1/29/2020 21:00,,,,0,2020-01-29-21-00,0
35133,,3554,China,125,1/29/2020 14:30,,,Hubei,88,2020-01-29-14-30,0
35134,,296,China,0,1/29/2020 14:30,,,Zhejiang,3,2020-01-29-14-30,0
35135,,277,China,0,1/29/2020 14:30,,,Guangdong,5,2020-01-29-14-30,0
35136,,221,China,0,1/29/2020 14:30,,,Hunan,0,2020-01-29-14-30,0
35137,,206,China,2,1/29/2020 14:30,,,Henan,1,2020-01-29-14-30,0
35138,,152,China,0,1/29/2020 14:30,,,Anhui,2,2020-01-29-14-30,0
35139,,147,China,0,1/29/2020 14:30,,,Chongqing,1,2020-01-29-14-30,0
35140,,130,China,0,1/29/2020 14:30,,,Shandong,1,2020-01-29-14-30,0
35141,,111,China,1,1/29/2020 14:30,,,Beijing,4,2020-01-29-14-30,0
35142,,109,China,0,1/29/2020 14:30,,,Jiangxi,3,2020-01-29-14-30,0
35143,,108,China,1,1/29/2020 14:30,,,Sichuan,1,2020-01-29-14-30,0
35144,,99,China,0,1/29/2020 14:30,,,Jiangsu,1,2020-01-29-14-30,0
35145,,96,China,1,1/29/2020 14:30,,,Shanghai,5,2020-01-29-14-30,0
35146,,84,China,0,1/29/2020 14:30,,,Fujian,0,2020-01-29-14-30,0
35147,,58,China,0,1/29/2020 14:30,,,Guangxi,2,2020-01-29-14-30,0
35148,,56,China,0,1/29/2020 14:30,,,Shaanxi,0,2020-01-29-14-30,0
35149,,55,China,0,1/29/2020 14:30,,,Yunnan,0,2020-01-29-14-30,0
35150,,48,China,1,1/29/2020 14:30,,,Hebei,0,2020-01-29-14-30,0
35151,,43,China,1,1/29/2020 14:30,,,Hainan,0,2020-01-29-14-30,0
35152,,39,China,0,1/29/2020 14:30,,,Liaoning,1,2020-01-29-14-30,0
35153,,38,China,1,1/29/2020 14:30,,,Heilongjiang,0,2020-01-29-14-30,0
35154,,27,China,0,1/29/2020 14:30,,,Tianjin,0,2020-01-29-14-30,0
35155,,27,China,0,1/29/2020 14:30,,,Shanxi,1,2020-01-29-14-30,0
35156,,24,China,0,1/29/2020 14:30,,,Gansu,0,2020-01-29-14-30,0
35157,,16,China,0,1/29/2020 14:30,,,Inner Mongolia,0,2020-01-29-14-30,0
35158,,13,China,0,1/29/2020 14:30,,,Xinjiang,0,2020-01-29-14-30,0
35159,,12,China,0,1/29/2020 14:30,,,Ningxia,0,2020-01-29-14-30,0
35160,,10,Hong Kong,0,1/29/2020 14:30,,,Hong Kong,0,2020-01-29-14-30,0
35161,,9,China,0,1/29/2020 14:30,,,Guizhou,1,2020-01-29-14-30,0
35162,,9,China,0,1/29/2020 14:30,,,Jilin,0,2020-01-29-14-30,0
35163,,8,Taiwan,0,1/29/2020 14:30,,,Taiwan,0,2020-01-29-14-30,0
35164,,7,Macau,0,1/29/2020 14:30,,,Macau,0,2020-01-29-14-30,0
35165,,6,China,0,1/29/2020 14:30,,,Qinghai,0,2020-01-29-14-30,0
35166,,1,US,0,1/29/2020 14:30,,,WA,0,2020-01-29-14-30,0
35167,,1,US,0,1/29/2020 14:30,,,Illinois,0,2020-01-29-14-30,0
35168,,2,US,0,1/29/2020 14:30,,,California,0,2020-01-29-14-30,0
35169,,1,US,0,1/29/2020 14:30,,,Arizona,0,2020-01-29-14-30,0
35170,,7,Japan,0,1/29/2020 14:30,,,,1,2020-01-29-14-30,0
35171,,14,Thailand,0,1/29/2020 14:30,,,,5,2020-01-29-14-30,0
35172,,4,South Korea,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35173,,7,Singapore,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35174,,2,Vietnam,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35175,,5,France,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35176,,1,Nepal,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35177,,7,Malaysia,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35178,,1,Canada,0,1/29/2020 14:30,,,Ontario,0,2020-01-29-14-30,0
35179,,1,Canada,0,1/29/2020 14:30,,,British Columbia,0,2020-01-29-14-30,0
35180,,1,Cambodia,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35181,,1,Sri Lanka,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35182,,4,Australia,0,1/29/2020 14:30,,,New South Wales,0,2020-01-29-14-30,0
35183,,1,Australia,0,1/29/2020 14:30,,,Victoria,0,2020-01-29-14-30,0
35184,,4,Germany,0,1/29/2020 14:30,,,Bavaria,0,2020-01-29-14-30,0
35185,,1,Finland,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35186,,4,United Arab Emirates,0,1/29/2020 14:30,,,,0,2020-01-29-14-30,0
35187,,3554,China,125,1/29/2020 13:30,,,Hubei,80,2020-01-29-13-00,0
35188,,277,China,0,1/29/2020 13:30,,,Guangdong,4,2020-01-29-13-00,0
35189,,296,China,0,1/29/2020 13:30,,,Zhejiang,3,2020-01-29-13-00,0
35190,,206,China,2,1/29/2020 13:30,,,Henan,1,2020-01-29-13-00,0
35191,,147,China,0,1/29/2020 13:30,,,Chongqing,0,2020-01-29-13-00,0
35192,,221,China,0,1/29/2020 13:30,,,Hunan,0,2020-01-29-13-00,0
35193,,130,China,0,1/29/2020 13:30,,,Shandong,1,2020-01-29-13-00,0
35194,,111,China,1,1/29/2020 13:30,,,Beijing,4,2020-01-29-13-00,0
35195,,152,China,0,1/29/2020 13:30,,,Anhui,2,2020-01-29-13-00,0
35196,,108,China,0,1/29/2020 13:30,,,Sichuan,0,2020-01-29-13-00,0
35197,,84,China,0,1/29/2020 13:30,,,Fujian,0,2020-01-29-13-00,0
35198,,96,China,1,1/29/2020 13:30,,,Shanghai,4,2020-01-29-13-00,0
35199,,109,China,0,1/29/2020 13:30,,,Jiangxi,3,2020-01-29-13-00,0
35200,,99,China,0,1/29/2020 13:30,,,Jiangsu,1,2020-01-29-13-00,0
35201,,58,China,0,1/29/2020 13:30,,,Guangxi,2,2020-01-29-13-00,0
35202,,56,China,0,1/29/2020 13:30,,,Shaanxi,0,2020-01-29-13-00,0
35203,,43,China,1,1/29/2020 13:30,,,Hainan,1,2020-01-29-13-00,0
35204,,39,China,0,1/29/2020 13:30,,,Liaoning,0,2020-01-29-13-00,0
35205,,55,China,0,1/29/2020 13:30,,,Yunnan,0,2020-01-29-13-00,0
35206,,27,China,0,1/29/2020 13:30,,,Tianjin,0,2020-01-29-13-00,0
35207,,38,China,1,1/29/2020 13:30,,,Heilongjiang,0,2020-01-29-13-00,0
35208,,48,China,1,1/29/2020 13:30,,,Hebei,0,2020-01-29-13-00,0
35209,,24,China,0,1/29/2020 13:30,,,Gansu,0,2020-01-29-13-00,0
35210,,27,China,0,1/29/2020 13:30,,,Shanxi,0,2020-01-29-13-00,0
35211,,16,China,0,1/29/2020 13:30,,,Inner Mongolia,0,2020-01-29-13-00,0
35212,,10,Hong Kong,0,1/29/2020 13:30,,,Hong Kong,0,2020-01-29-13-00,0
35213,,9,China,0,1/29/2020 13:30,,,Guizhou,0,2020-01-29-13-00,0
35214,,12,China,0,1/29/2020 13:30,,,Ningxia,0,2020-01-29-13-00,0
35215,,9,China,0,1/29/2020 13:30,,,Jilin,0,2020-01-29-13-00,0
35216,,7,Macau,0,1/29/2020 13:30,,,Macau,0,2020-01-29-13-00,0
35217,,8,Taiwan,0,1/29/2020 13:30,,,Taiwan,0,2020-01-29-13-00,0
35218,,13,China,0,1/29/2020 13:30,,,Xinjiang,0,2020-01-29-13-00,0
35219,,6,China,0,1/29/2020 13:30,,,Qinghai,0,2020-01-29-13-00,0
35220,,1,US,0,1/29/2020 13:30,,,WA,0,2020-01-29-13-00,0
35221,,1,US,0,1/29/2020 13:30,,,Illinois,0,2020-01-29-13-00,0
35222,,2,US,0,1/29/2020 13:30,,,California,0,2020-01-29-13-00,0
35223,,1,US,0,1/29/2020 13:30,,,Arizona,0,2020-01-29-13-00,0
35224,,3,Canada,0,1/29/2020 13:30,,,Ontario,0,2020-01-29-13-00,0
35225,,7,Japan,0,1/29/2020 13:30,,,,1,2020-01-29-13-00,0
35226,,14,Thailand,0,1/29/2020 13:30,,,,5,2020-01-29-13-00,0
35227,,4,South Korea,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35228,,7,Singapore,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35229,,2,Vietnam,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35230,,1,Nepal,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35231,,7,Malaysia,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35232,,1,Cambodia,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35233,,1,Sri Lanka,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35234,,4,Australia,0,1/29/2020 13:30,,,New South Wales,0,2020-01-29-13-00,0
35235,,1,Australia,0,1/29/2020 13:30,,,Victoria,0,2020-01-29-13-00,0
35236,,4,United Arab Emirates,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35237,,4,France,0,1/29/2020 13:30,,,,0,2020-01-29-13-00,0
35238,,4,Germany,0,1/29/2020 13:30,,,Bavaria,0,2020-01-29-13-00,0
35239,,3554,China,125,1/28/2020 23:00,,,Hubei,80,2020-01-28-23-00,0
35240,,296,China,0,1/28/2020 23:00,,,Zhejiang,3,2020-01-28-23-00,0
35241,,241,China,0,1/28/2020 23:00,,,Guangdong,5,2020-01-28-23-00,0
35242,,221,China,0,1/28/2020 23:00,,,Hunan,0,2020-01-28-23-00,0
35243,,206,China,2,1/28/2020 23:00,,,Henan,1,2020-01-28-23-00,0
35244,,152,China,0,1/28/2020 23:00,,,Anhui,0,2020-01-28-23-00,0
35245,,147,China,0,1/28/2020 23:00,,,Chongqing,1,2020-01-28-23-00,0
35246,,121,China,0,1/28/2020 23:00,,,Shandong,0,2020-01-28-23-00,0
35247,,109,China,0,1/28/2020 23:00,,,Jiangxi,3,2020-01-28-23-00,0
35248,,108,China,0,1/28/2020 23:00,,,Sichuan,0,2020-01-28-23-00,0
35249,,99,China,0,1/28/2020 23:00,,,Jiangsu,1,2020-01-28-23-00,0
35250,,91,China,1,1/28/2020 23:00,,,Beijing,4,2020-01-28-23-00,0
35251,,82,China,0,1/28/2020 23:00,,,Fujian,0,2020-01-28-23-00,0
35252,,80,China,1,1/28/2020 23:00,,,Shanghai,4,2020-01-28-23-00,0
35253,,58,China,0,1/28/2020 23:00,,,Guangxi,2,2020-01-28-23-00,0
35254,,56,China,0,1/28/2020 23:00,,,Shaanxi,0,2020-01-28-23-00,0
35255,,48,China,1,1/28/2020 23:00,,,Hebei,0,2020-01-28-23-00,0
35256,,44,China,0,1/28/2020 23:00,,,Yunnan,0,2020-01-28-23-00,0
35257,,43,China,1,1/28/2020 23:00,,,Hainan,0,2020-01-28-23-00,0
35258,,37,China,1,1/28/2020 23:00,,,Heilongjiang,0,2020-01-28-23-00,0
35259,,36,China,0,1/28/2020 23:00,,,Liaoning,0,2020-01-28-23-00,0
35260,,27,China,0,1/28/2020 23:00,,,Shanxi,0,2020-01-28-23-00,0
35261,,25,China,0,1/28/2020 23:00,,,Tianjin,0,2020-01-28-23-00,0
35262,,24,China,0,1/28/2020 23:00,,,Gansu,0,2020-01-28-23-00,0
35263,,16,China,0,1/28/2020 23:00,,,Inner Mongolia,0,2020-01-28-23-00,0
35264,,13,China,0,1/28/2020 23:00,,,Xinjiang,0,2020-01-28-23-00,0
35265,,12,China,0,1/28/2020 23:00,,,Ningxia,0,2020-01-28-23-00,0
35266,,9,China,0,1/28/2020 23:00,,,Guizhou,0,2020-01-28-23-00,0
35267,,9,China,0,1/28/2020 23:00,,,Jilin,0,2020-01-28-23-00,0
35268,,8,Hong Kong,0,1/28/2020 23:00,,,Hong Kong,0,2020-01-28-23-00,0
35269,,8,Taiwan,0,1/28/2020 23:00,,,Taiwan,0,2020-01-28-23-00,0
35270,,7,Macau,0,1/28/2020 23:00,,,Macau,0,2020-01-28-23-00,0
35271,,6,China,0,1/28/2020 23:00,,,Qinghai,0,2020-01-28-23-00,0
35272,,1,US,0,1/28/2020 23:00,,,WA,0,2020-01-28-23-00,0
35273,,1,US,0,1/28/2020 23:00,,,Illinois,0,2020-01-28-23-00,0
35274,,2,US,0,1/28/2020 23:00,,,California,0,2020-01-28-23-00,0
35275,,1,US,0,1/28/2020 23:00,,,Arizona,0,2020-01-28-23-00,0
35276,,7,Japan,0,1/28/2020 23:00,,,,1,2020-01-28-23-00,0
35277,,14,Thailand,0,1/28/2020 23:00,,,,5,2020-01-28-23-00,0
35278,,4,South Korea,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35279,,7,Singapore,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35280,,2,Vietnam,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35281,,4,France,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35282,,1,Nepal,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35283,,7,Malaysia,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35284,,1,Canada,0,1/28/2020 23:00,,,Ontario,0,2020-01-28-23-00,0
35285,,1,Canada,0,1/28/2020 23:00,,,British Columbia,0,2020-01-28-23-00,0
35286,,1,Cambodia,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35287,,1,Sri Lanka,0,1/28/2020 23:00,,,,0,2020-01-28-23-00,0
35288,,4,Australia,0,1/28/2020 23:00,,,New South Wales,0,2020-01-28-23-00,0
35289,,1,Australia,0,1/28/2020 23:00,,,Victoria,0,2020-01-28-23-00,0
35290,,4,Germany,0,1/28/2020 23:00,,,Bavaria,0,2020-01-28-23-00,0
35291,,3554,China,125,1/28/2020 18:00,,,Hubei,80,2020-01-28-18-00,0
35292,,207,China,0,1/28/2020 18:00,,,Guangdong,4,2020-01-28-18-00,0
35293,,173,China,0,1/28/2020 18:00,,,Zhejiang,3,2020-01-28-18-00,0
35294,,168,China,1,1/28/2020 18:00,,,Henan,0,2020-01-28-18-00,0
35295,,143,China,0,1/28/2020 18:00,,,Hunan,0,2020-01-28-18-00,0
35296,,132,China,0,1/28/2020 18:00,,,Chongqing,0,2020-01-28-18-00,0
35297,,109,China,0,1/28/2020 18:00,,,Jiangxi,3,2020-01-28-18-00,0
35298,,106,China,0,1/28/2020 18:00,,,Anhui,0,2020-01-28-18-00,0
35299,,95,China,0,1/28/2020 18:00,,,Shandong,0,2020-01-28-18-00,0
35300,,91,China,1,1/28/2020 18:00,,,Beijing,4,2020-01-28-18-00,0
35301,,90,China,0,1/28/2020 18:00,,,Sichuan,0,2020-01-28-18-00,0
35302,,80,China,0,1/28/2020 18:00,,,Fujian,0,2020-01-28-18-00,0
35303,,70,China,0,1/28/2020 18:00,,,Jiangsu,1,2020-01-28-18-00,0
35304,,66,China,1,1/28/2020 18:00,,,Shanghai,4,2020-01-28-18-00,0
35305,,51,China,0,1/28/2020 18:00,,,Guangxi,2,2020-01-28-18-00,0
35306,,46,China,0,1/28/2020 18:00,,,Shaanxi,0,2020-01-28-18-00,0
35307,,44,China,0,1/28/2020 18:00,,,Yunnan,0,2020-01-28-18-00,0
35308,,40,China,1,1/28/2020 18:00,,,Hainan,0,2020-01-28-18-00,0
35309,,34,China,0,1/28/2020 18:00,,,Liaoning,0,2020-01-28-18-00,0
35310,,33,China,1,1/28/2020 18:00,,,Hebei,0,2020-01-28-18-00,0
35311,,33,China,1,1/28/2020 18:00,,,Heilongjiang,0,2020-01-28-18-00,0
35312,,27,China,0,1/28/2020 18:00,,,Shanxi,0,2020-01-28-18-00,0
35313,,24,China,0,1/28/2020 18:00,,,Tianjin,0,2020-01-28-18-00,0
35314,,19,China,0,1/28/2020 18:00,,,Gansu,0,2020-01-28-18-00,0
35315,,15,China,0,1/28/2020 18:00,,,Inner Mongolia,0,2020-01-28-18-00,0
35316,,11,China,0,1/28/2020 18:00,,,Ningxia,0,2020-01-28-18-00,0
35317,,10,China,0,1/28/2020 18:00,,,Xinjiang,0,2020-01-28-18-00,0
35318,,9,China,0,1/28/2020 18:00,,,Guizhou,0,2020-01-28-18-00,0
35319,,8,China,0,1/28/2020 18:00,,,Jilin,0,2020-01-28-18-00,0
35320,,8,Taiwan,0,1/28/2020 18:00,,,Taiwan,0,2020-01-28-18-00,0
35321,,8,Hong Kong,0,1/28/2020 18:00,,,Hong Kong,0,2020-01-28-18-00,0
35322,,7,Macau,0,1/28/2020 18:00,,,Macau,0,2020-01-28-18-00,0
35323,,6,China,0,1/28/2020 18:00,,,Qinghai,0,2020-01-28-18-00,0
35324,,1,US,0,1/28/2020 18:00,,,WA,0,2020-01-28-18-00,0
35325,,1,US,0,1/28/2020 18:00,,,Illinois,0,2020-01-28-18-00,0
35326,,2,US,0,1/28/2020 18:00,,,California,0,2020-01-28-18-00,0
35327,,1,US,0,1/28/2020 18:00,,,Arizona,0,2020-01-28-18-00,0
35328,,7,Japan,0,1/28/2020 18:00,,,,1,2020-01-28-18-00,0
35329,,14,Thailand,0,1/28/2020 18:00,,,,5,2020-01-28-18-00,0
35330,,4,South Korea,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35331,,7,Singapore,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35332,,2,Vietnam,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35333,,4,France,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35334,,1,Nepal,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35335,,4,Malaysia,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35336,,1,Canada,0,1/28/2020 18:00,,,Ontario,0,2020-01-28-18-00,0
35337,,1,Canada,0,1/28/2020 18:00,,,British Columbia,0,2020-01-28-18-00,0
35338,,1,Cambodia,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35339,,1,Sri Lanka,0,1/28/2020 18:00,,,,0,2020-01-28-18-00,0
35340,,4,Australia,0,1/28/2020 18:00,,,New South Wales,0,2020-01-28-18-00,0
35341,,1,Australia,0,1/28/2020 18:00,,,Victoria,0,2020-01-28-18-00,0
35342,,4,Germany,0,1/28/2020 18:00,,,Bavaria,0,2020-01-28-18-00,0
35343,,2714,China,100,1/28/2020 13:00,,,Hubei,52,2020-01-28-13-00,0
35344,,207,China,0,1/28/2020 13:00,,,Guangdong,4,2020-01-28-13-00,0
35345,,173,China,0,1/28/2020 13:00,,,Zhejiang,3,2020-01-28-13-00,0
35346,,168,China,1,1/28/2020 13:00,,,Henan,0,2020-01-28-13-00,0
35347,,143,China,0,1/28/2020 13:00,,,Hunan,0,2020-01-28-13-00,0
35348,,132,China,0,1/28/2020 13:00,,,Chongqing,0,2020-01-28-13-00,0
35349,,106,China,0,1/28/2020 13:00,,,Anhui,0,2020-01-28-13-00,0
35350,,95,China,0,1/28/2020 13:00,,,Shandong,0,2020-01-28-13-00,0
35351,,91,China,1,1/28/2020 13:00,,,Beijing,4,2020-01-28-13-00,0
35352,,90,China,0,1/28/2020 13:00,,,Sichuan,0,2020-01-28-13-00,0
35353,,80,China,0,1/28/2020 13:00,,,Fujian,0,2020-01-28-13-00,0
35354,,72,China,0,1/28/2020 13:00,,,Jiangxi,3,2020-01-28-13-00,0
35355,,70,China,0,1/28/2020 13:00,,,Jiangsu,1,2020-01-28-13-00,0
35356,,66,China,1,1/28/2020 13:00,,,Shanghai,4,2020-01-28-13-00,0
