,City,Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered,SheetName,Suspected
9170,,1215,China,1,3/08/2020 21:00,,,Zhejiang,1170,2020-03-08-21-00,0
9171,,758,China,6,3/08/2020 21:00,,,Shandong,647,2020-03-08-21-00,0
9172,,1272,China,22,3/08/2020 21:00,,,Henan,1247,2020-03-08-21-00,0
9173,,990,China,6,3/08/2020 21:00,,,Anhui,984,2020-03-08-21-00,0
9174,,935,China,1,3/08/2020 21:00,,,Jiangxi,923,2020-03-08-21-00,0
9175,,1018,China,4,3/08/2020 21:00,,,Hunan,979,2020-03-08-21-00,0
9176,,481,China,13,3/08/2020 21:00,,,Heilongjiang,421,2020-03-08-21-00,0
9177,,539,China,3,3/08/2020 21:00,,,Sichuan,465,2020-03-08-21-00,0
9178,,576,China,6,3/08/2020 21:00,,,Chongqing,527,2020-03-08-21-00,0
9179,,631,China,0,3/08/2020 21:00,,,Jiangsu,618,2020-03-08-21-00,0
9180,,428,China,8,3/08/2020 21:00,,,Beijing,315,2020-03-08-21-00,0
9181,,252,China,2,3/08/2020 21:00,,,Guangxi,230,2020-03-08-21-00,0
9182,,296,China,1,3/08/2020 21:00,,,Fujian,295,2020-03-08-21-00,0
9183,,342,China,3,3/08/2020 21:00,,,Shanghai,314,2020-03-08-21-00,0
9184,,318,China,6,3/08/2020 21:00,,,Hebei,307,2020-03-08-21-00,0
9185,,245,China,1,3/08/2020 21:00,,,Shaanxi,227,2020-03-08-21-00,0
9186,,174,China,2,3/08/2020 21:00,,,Yunnan,170,2020-03-08-21-00,0
9187,,136,China,3,3/08/2020 21:00,,,Tianjin,128,2020-03-08-21-00,0
9188,,168,China,6,3/08/2020 21:00,,,Hainan,159,2020-03-08-21-00,0
9189,,146,China,2,3/08/2020 21:00,,,Guizhou,123,2020-03-08-21-00,0
9190,,125,China,1,3/08/2020 21:00,,,Liaoning,109,2020-03-08-21-00,0
9191,,133,China,0,3/08/2020 21:00,,,Shanxi,126,2020-03-08-21-00,0
9192,,75,China,1,3/08/2020 21:00,,,Inner Mongolia,70,2020-03-08-21-00,0
9193,,76,China,3,3/08/2020 21:00,,,Xinjiang,73,2020-03-08-21-00,0
9194,,93,China,1,3/08/2020 21:00,,,Jilin,90,2020-03-08-21-00,0
9195,,75,China,0,3/08/2020 21:00,,,Ningxia,71,2020-03-08-21-00,0
9196,,124,China,2,3/08/2020 21:00,,,Gansu,87,2020-03-08-21-00,0
9197,,18,China,0,3/08/2020 21:00,,,Qinghai,18,2020-03-08-21-00,0
9198,,1,China,0,3/08/2020 21:00,,,Tibet,1,2020-03-08-21-00,0
9199,,15,Australia,0,3/08/2020 21:00,,,Queensland,8,2020-03-08-21-00,0
9200,,46,Australia,2,3/08/2020 21:00,,,New South Wales,5,2020-03-08-21-00,0
9201,,15,Australia,0,3/08/2020 21:00,,,Victoria,7,2020-03-08-21-00,0
9202,,7,Australia,0,3/08/2020 21:00,,,South Australia,2,2020-03-08-21-00,0
9203,,5,Australia,1,3/08/2020 21:00,,,Western Australia,0,2020-03-08-21-00,0
9204,,2,Australia,0,3/08/2020 21:00,,,Tasmania,0,2020-03-08-21-00,0
9205,,136,US,18,3/08/2020 21:00,,,WA,1,2020-03-08-21-00,0
9206,,105,US,0,3/08/2020 21:00,,,New York,0,2020-03-08-21-00,0
9207,,101,US,1,3/08/2020 21:00,,,California,2,2020-03-08-21-00,0
9208,,42,US,0,3/08/2020 21:00,,,From Diamond Princess cruise,0,2020-03-08-21-00,0
9209,,28,US,0,3/08/2020 21:00,,,Massachusetts,1,2020-03-08-21-00,0
9210,,21,US,0,3/08/2020 21:00,,,From Grand Princess,0,2020-03-08-21-00,0
9211,,13,US,0,3/08/2020 21:00,,,Texas,0,2020-03-08-21-00,0
9212,,14,US,0,3/08/2020 21:00,,,Oregon,0,2020-03-08-21-00,0
9213,,13,US,2,3/08/2020 21:00,,,Florida,0,2020-03-08-21-00,0
9214,,8,US,0,3/08/2020 21:00,,,Colorado,0,2020-03-08-21-00,0
9215,,7,US,0,3/08/2020 21:00,,,Illinois,2,2020-03-08-21-00,0
9216,,7,US,0,3/08/2020 21:00,,,Georgia,0,2020-03-08-21-00,0
9217,,6,US,0,3/08/2020 21:00,,,New Jersey,0,2020-03-08-21-00,0
9218,,5,US,0,3/08/2020 21:00,,,Maryland,0,2020-03-08-21-00,0
9219,,6,US,0,3/08/2020 21:00,,,Pennsylvania,0,2020-03-08-21-00,0
9220,,6,US,0,3/08/2020 21:00,,,South Carolina,0,2020-03-08-21-00,0
9221,,5,US,0,3/08/2020 21:00,,,Arizona,1,2020-03-08-21-00,0
9222,,4,US,0,3/08/2020 21:00,,,New Hampshire,0,2020-03-08-21-00,0
9223,,4,US,0,3/08/2020 21:00,,,Nevada,0,2020-03-08-21-00,0
9224,,4,US,0,3/08/2020 21:00,,,Kentucky,0,2020-03-08-21-00,0
9225,,3,US,0,3/08/2020 21:00,,,Rhode Island,0,2020-03-08-21-00,0
9226,,3,US,0,3/08/2020 21:00,,,Tennessee,0,2020-03-08-21-00,0
9227,,3,US,0,3/08/2020 21:00,,,Nebraska,0,2020-03-08-21-00,0
9228,,2,US,0,3/08/2020 21:00,,,North Carolina,0,2020-03-08-21-00,0
9229,,2,US,0,3/08/2020 21:00,,,Indiana,0,2020-03-08-21-00,0
9230,,2,US,0,3/08/2020 21:00,,,Minnesota,0,2020-03-08-21-00,0
9231,,2,US,0,3/08/2020 21:00,,,Washington DC,0,2020-03-08-21-00,0
9232,,2,US,0,3/08/2020 21:00,,,Virginia,0,2020-03-08-21-00,0
9233,,1,US,0,3/08/2020 21:00,,,Wisconsin,1,2020-03-08-21-00,0
9234,,1,US,0,3/08/2020 21:00,,,Oklahoma,0,2020-03-08-21-00,0
9235,,1,US,0,3/08/2020 21:00,,,Hawaii,0,2020-03-08-21-00,0
9236,,1,US,0,3/08/2020 21:00,,,Utah,0,2020-03-08-21-00,0
9237,,1,US,0,3/08/2020 21:00,,,Kansas,0,2020-03-08-21-00,0
9238,,1,US,0,3/08/2020 21:00,,,Missouri,0,2020-03-08-21-00,0
9239,,1,US,0,3/08/2020 21:00,,,Vermont,0,2020-03-08-21-00,0
9240,,1,US,0,3/08/2020 21:00,,,Connecticut,0,2020-03-08-21-00,0
9241,,31,Canada,0,3/08/2020 21:00,,,Ontario,3,2020-03-08-21-00,0
9242,,27,Canada,0,3/08/2020 21:00,,,British Columbia,3,2020-03-08-21-00,0
9243,,4,Canada,0,3/08/2020 21:00,,,Quebec,0,2020-03-08-21-00,0
9244,,4,Canada,0,3/08/2020 21:00,,,Alberta,0,2020-03-08-21-00,0
9245,,7382,South Korea,51,3/08/2020 21:00,,,,166,2020-03-08-21-00,0
9246,,7375,Italy,366,3/08/2020 21:00,,,,622,2020-03-08-21-00,0
9247,,6566,Iran,194,3/08/2020 21:00,,,,2134,2020-03-08-21-00,0
9248,,1209,France,19,3/08/2020 21:00,,,,12,2020-03-08-21-00,0
9249,,1040,Germany,0,3/08/2020 21:00,,,,18,2020-03-08-21-00,0
9250,,696,Japan,7,3/08/2020 21:00,,,Yokohama,245,2020-03-08-21-00,0
9251,,674,Spain,17,3/08/2020 21:00,,,,32,2020-03-08-21-00,0
9252,,502,Japan,7,3/08/2020 21:00,,,,76,2020-03-08-21-00,0
9253,,337,Switzerland,2,3/08/2020 21:00,,,,3,2020-03-08-21-00,0
9254,,273,UK,3,3/08/2020 21:00,,,,18,2020-03-08-21-00,0
9255,,265,Netherlands,3,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9256,,203,Sweden,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9257,,200,Belgium,0,3/08/2020 21:00,,,Brussels,1,2020-03-08-21-00,0
9258,,176,Norway,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9259,,150,Singapore,0,3/08/2020 21:00,,,,90,2020-03-08-21-00,0
9260,,115,Hong Kong,3,3/08/2020 21:00,,,Hong Kong,59,2020-03-08-21-00,0
9261,,104,Austria,0,3/08/2020 21:00,,,,2,2020-03-08-21-00,0
9262,,99,Malaysia,0,3/08/2020 21:00,,,,24,2020-03-08-21-00,0
9263,,85,Bahrain,0,3/08/2020 21:00,,,,14,2020-03-08-21-00,0
9264,,73,Greece,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9265,,64,Kuwait,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9266,,60,Iraq,6,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9267,,58,Iceland,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9268,,55,Egypt,1,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9269,,50,Thailand,1,3/08/2020 21:00,,,,31,2020-03-08-21-00,0
9270,,45,Taiwan,1,3/08/2020 21:00,,,Taiwan,15,2020-03-08-21-00,0
9271,,45,United Arab Emirates,0,3/08/2020 21:00,,,,7,2020-03-08-21-00,0
9272,,43,India,0,3/08/2020 21:00,,,,3,2020-03-08-21-00,0
9273,,39,Israel,0,3/08/2020 21:00,,,,3,2020-03-08-21-00,0
9274,,36,San Marino,1,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9275,,35,Denmark,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9276,,32,Czechia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9277,,32,Lebanon,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9278,,30,Portugal,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9279,,30,Vietnam,0,3/08/2020 21:00,,,,16,2020-03-08-21-00,0
9280,,25,Brazil,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9281,,25,Finland,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9282,,21,Ireland,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9283,,20,Algeria,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9284,,19,Palestine,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9285,,17,Russia,0,3/08/2020 21:00,,,,3,2020-03-08-21-00,0
9286,,16,Oman,0,3/08/2020 21:00,,,,2,2020-03-08-21-00,0
9287,,16,Slovenia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9288,,15,Qatar,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9289,,15,Romania,0,3/08/2020 21:00,,,,5,2020-03-08-21-00,0
9290,,15,Saudi Arabia,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9291,,14,Ecuador,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9292,,13,Georgia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9293,,12,Argentina,1,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9294,,12,Croatia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9295,,11,Poland,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9296,,10,Philippines,1,3/08/2020 21:00,,,,2,2020-03-08-21-00,0
9297,,10,Macau,0,3/08/2020 21:00,,,Macau,10,2020-03-08-21-00,0
9298,,10,Estonia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9299,,10,Chile,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9300,,9,Azerbaijan,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9301,,7,Mexico,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9302,,7,Pakistan,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9303,,7,Hungary,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9304,,7,Peru,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9305,,6,Belarus,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9306,,6,Indonesia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9307,,5,Dominican Republic,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9308,,5,Luxembourg,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9309,,5,New Zealand,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9310,,5,Costa Rica,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9311,,5,French Guiana,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9312,,5,Slovakia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9313,,4,Afghanistan,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9314,,4,Senegal,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9315,,4,Bulgaria,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9316,,4,Maldives,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9317,,3,Latvia,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9318,,3,North Macedonia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9319,,3,Bangladesh,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9320,,3,Bosnia and Herzegovina,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9321,,3,Malta,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9322,,3,South Africa,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9323,,2,Cambodia,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9324,,2,Morocco,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9325,,2,Tunisia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9326,,2,Albania,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9327,,2,Cameroon,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9328,,2,Faeroe Islands,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9329,,2,Saint Martin,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9330,,1,Andorra,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9331,,1,Armenia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9332,,1,Jordan,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9333,,1,Lithuania,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9334,,1,Monaco,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9335,,1,Nepal,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9336,,1,Nigeria,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9337,,1,Sri Lanka,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9338,,1,Ukraine,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9339,,1,Bhutan,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9340,,1,Colombia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9341,,1,Gibraltar,0,3/08/2020 21:00,,,,1,2020-03-08-21-00,0
9342,,1,Vatican City,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9343,,1,Liechtenstein,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9344,,1,Moldova,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9345,,1,Paraguay,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9346,,1,St. Barth,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9347,,1,Serbia,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9348,,1,Togo,0,3/08/2020 21:00,,,,0,2020-03-08-21-00,0
9349,,67743,China,3007,3/08/2020 19:30,,,Hubei,46433,2020-03-08-19-30,0
9350,,1352,China,8,3/08/2020 19:30,,,Guangdong,1252,2020-03-08-19-30,0
9351,,1215,China,1,3/08/2020 19:30,,,Zhejiang,1161,2020-03-08-19-30,0
9352,,758,China,6,3/08/2020 19:30,,,Shandong,642,2020-03-08-19-30,0
9353,,1272,China,22,3/08/2020 19:30,,,Henan,1247,2020-03-08-19-30,0
9354,,990,China,6,3/08/2020 19:30,,,Anhui,984,2020-03-08-19-30,0
9355,,935,China,1,3/08/2020 19:30,,,Jiangxi,919,2020-03-08-19-30,0
9356,,1018,China,4,3/08/2020 19:30,,,Hunan,966,2020-03-08-19-30,0
9357,,481,China,13,3/08/2020 19:30,,,Heilongjiang,409,2020-03-08-19-30,0
9358,,539,China,3,3/08/2020 19:30,,,Sichuan,459,2020-03-08-19-30,0
9359,,576,China,6,3/08/2020 19:30,,,Chongqing,526,2020-03-08-19-30,0
9360,,631,China,0,3/08/2020 19:30,,,Jiangsu,612,2020-03-08-19-30,0
9361,,428,China,8,3/08/2020 19:30,,,Beijing,308,2020-03-08-19-30,0
9362,,252,China,2,3/08/2020 19:30,,,Guangxi,223,2020-03-08-19-30,0
9363,,296,China,1,3/08/2020 19:30,,,Fujian,295,2020-03-08-19-30,0
9364,,342,China,3,3/08/2020 19:30,,,Shanghai,314,2020-03-08-19-30,0
9365,,318,China,6,3/08/2020 19:30,,,Hebei,307,2020-03-08-19-30,0
9366,,245,China,1,3/08/2020 19:30,,,Shaanxi,226,2020-03-08-19-30,0
9367,,174,China,2,3/08/2020 19:30,,,Yunnan,170,2020-03-08-19-30,0
9368,,136,China,3,3/08/2020 19:30,,,Tianjin,128,2020-03-08-19-30,0
9369,,168,China,6,3/08/2020 19:30,,,Hainan,159,2020-03-08-19-30,0
9370,,146,China,2,3/08/2020 19:30,,,Guizhou,117,2020-03-08-19-30,0
9371,,125,China,1,3/08/2020 19:30,,,Liaoning,109,2020-03-08-19-30,0
9372,,133,China,0,3/08/2020 19:30,,,Shanxi,126,2020-03-08-19-30,0
9373,,75,China,1,3/08/2020 19:30,,,Inner Mongolia,70,2020-03-08-19-30,0
9374,,76,China,3,3/08/2020 19:30,,,Xinjiang,73,2020-03-08-19-30,0
9375,,93,China,1,3/08/2020 19:30,,,Jilin,90,2020-03-08-19-30,0
9376,,75,China,0,3/08/2020 19:30,,,Ningxia,71,2020-03-08-19-30,0
9377,,120,China,2,3/08/2020 19:30,,,Gansu,87,2020-03-08-19-30,0
9378,,18,China,0,3/08/2020 19:30,,,Qinghai,18,2020-03-08-19-30,0
9379,,1,China,0,3/08/2020 19:30,,,Tibet,1,2020-03-08-19-30,0
9380,,15,Australia,0,3/08/2020 19:30,,,Queensland,8,2020-03-08-19-30,0
9381,,42,Australia,2,3/08/2020 19:30,,,New South Wales,5,2020-03-08-19-30,0
9382,,12,Australia,0,3/08/2020 19:30,,,Victoria,7,2020-03-08-19-30,0
9383,,7,Australia,0,3/08/2020 19:30,,,South Australia,2,2020-03-08-19-30,0
9384,,4,Australia,1,3/08/2020 19:30,,,Western Australia,0,2020-03-08-19-30,0
9385,,2,Australia,0,3/08/2020 19:30,,,Tasmania,0,2020-03-08-19-30,0
9386,,136,US,18,3/08/2020 19:30,,,WA,1,2020-03-08-19-30,0
9387,,105,US,0,3/08/2020 19:30,,,New York,0,2020-03-08-19-30,0
9388,,101,US,1,3/08/2020 19:30,,,California,2,2020-03-08-19-30,0
9389,,42,US,0,3/08/2020 19:30,,,From Diamond Princess cruise,0,2020-03-08-19-30,0
9390,,28,US,0,3/08/2020 19:30,,,Massachusetts,1,2020-03-08-19-30,0
9391,,21,US,0,3/08/2020 19:30,,,From Grand Princess,0,2020-03-08-19-30,0
9392,,13,US,0,3/08/2020 19:30,,,Texas,0,2020-03-08-19-30,0
9393,,14,US,0,3/08/2020 19:30,,,Oregon,0,2020-03-08-19-30,0
9394,,13,US,2,3/08/2020 19:30,,,Florida,0,2020-03-08-19-30,0
9395,,8,US,0,3/08/2020 19:30,,,Colorado,0,2020-03-08-19-30,0
9396,,7,US,0,3/08/2020 19:30,,,Illinois,2,2020-03-08-19-30,0
9397,,7,US,0,3/08/2020 19:30,,,Georgia,0,2020-03-08-19-30,0
9398,,6,US,0,3/08/2020 19:30,,,New Jersey,0,2020-03-08-19-30,0
9399,,6,US,0,3/08/2020 19:30,,,Pennsylvania,0,2020-03-08-19-30,0
9400,,6,US,0,3/08/2020 19:30,,,South Carolina,0,2020-03-08-19-30,0
9401,,5,US,0,3/08/2020 19:30,,,Arizona,1,2020-03-08-19-30,0
9402,,5,US,0,3/08/2020 19:30,,,Maryland,0,2020-03-08-19-30,0
9403,,4,US,0,3/08/2020 19:30,,,New Hampshire,0,2020-03-08-19-30,0
9404,,4,US,0,3/08/2020 19:30,,,Kentucky,0,2020-03-08-19-30,0
9405,,3,US,0,3/08/2020 19:30,,,Rhode Island,0,2020-03-08-19-30,0
9406,,3,US,0,3/08/2020 19:30,,,Nevada,0,2020-03-08-19-30,0
9407,,3,US,0,3/08/2020 19:30,,,Tennessee,0,2020-03-08-19-30,0
9408,,2,US,0,3/08/2020 19:30,,,North Carolina,0,2020-03-08-19-30,0
9409,,2,US,0,3/08/2020 19:30,,,Indiana,0,2020-03-08-19-30,0
9410,,2,US,0,3/08/2020 19:30,,,Washington DC,0,2020-03-08-19-30,0
9411,,2,US,0,3/08/2020 19:30,,,Virginia,0,2020-03-08-19-30,0
9412,,1,US,0,3/08/2020 19:30,,,Wisconsin,1,2020-03-08-19-30,0
9413,,1,US,0,3/08/2020 19:30,,,Minnesota,0,2020-03-08-19-30,0
9414,,1,US,0,3/08/2020 19:30,,,Nebraska,0,2020-03-08-19-30,0
9415,,1,US,0,3/08/2020 19:30,,,Oklahoma,0,2020-03-08-19-30,0
9416,,1,US,0,3/08/2020 19:30,,,Hawaii,0,2020-03-08-19-30,0
9417,,1,US,0,3/08/2020 19:30,,,Utah,0,2020-03-08-19-30,0
9418,,1,US,0,3/08/2020 19:30,,,Kansas,0,2020-03-08-19-30,0
9419,,1,US,0,3/08/2020 19:30,,,Missouri,0,2020-03-08-19-30,0
9420,,1,US,0,3/08/2020 19:30,,,Vermont,0,2020-03-08-19-30,0
9421,,1,US,0,3/08/2020 19:30,,,Connecticut,0,2020-03-08-19-30,0
9422,,29,Canada,0,3/08/2020 19:30,,,Ontario,3,2020-03-08-19-30,0
9423,,27,Canada,0,3/08/2020 19:30,,,British Columbia,3,2020-03-08-19-30,0
9424,,4,Canada,0,3/08/2020 19:30,,,Quebec,0,2020-03-08-19-30,0
9425,,4,Canada,0,3/08/2020 19:30,,,Alberta,0,2020-03-08-19-30,0
9426,,7375,Italy,366,3/08/2020 19:30,,,,622,2020-03-08-19-30,0
9427,,7313,South Korea,50,3/08/2020 19:30,,,,130,2020-03-08-19-30,0
9428,,6566,Iran,194,3/08/2020 19:30,,,,2134,2020-03-08-19-30,0
9429,,1209,France,19,3/08/2020 19:30,,,,12,2020-03-08-19-30,0
9430,,1040,Germany,0,3/08/2020 19:30,,,,18,2020-03-08-19-30,0
9431,,696,Japan,7,3/08/2020 19:30,,,Yokohama,245,2020-03-08-19-30,0
9432,,674,Spain,17,3/08/2020 19:30,,,,32,2020-03-08-19-30,0
9433,,502,Japan,7,3/08/2020 19:30,,,,76,2020-03-08-19-30,0
9434,,337,Switzerland,2,3/08/2020 19:30,,,,3,2020-03-08-19-30,0
9435,,273,UK,3,3/08/2020 19:30,,,,18,2020-03-08-19-30,0
9436,,265,Netherlands,3,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9437,,203,Sweden,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9438,,200,Belgium,0,3/08/2020 19:30,,,Brussels,1,2020-03-08-19-30,0
9439,,176,Norway,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9440,,150,Singapore,0,3/08/2020 19:30,,,,90,2020-03-08-19-30,0
9441,,115,Hong Kong,3,3/08/2020 19:30,,,Hong Kong,59,2020-03-08-19-30,0
9442,,104,Austria,0,3/08/2020 19:30,,,,2,2020-03-08-19-30,0
9443,,99,Malaysia,0,3/08/2020 19:30,,,,24,2020-03-08-19-30,0
9444,,85,Bahrain,0,3/08/2020 19:30,,,,14,2020-03-08-19-30,0
9445,,73,Greece,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9446,,64,Kuwait,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9447,,60,Iraq,6,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9448,,58,Iceland,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9449,,55,Egypt,1,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9450,,50,Thailand,1,3/08/2020 19:30,,,,31,2020-03-08-19-30,0
9451,,45,Taiwan,1,3/08/2020 19:30,,,Taiwan,15,2020-03-08-19-30,0
9452,,45,United Arab Emirates,0,3/08/2020 19:30,,,,7,2020-03-08-19-30,0
9453,,43,India,0,3/08/2020 19:30,,,,3,2020-03-08-19-30,0
9454,,39,Israel,0,3/08/2020 19:30,,,,3,2020-03-08-19-30,0
9455,,36,San Marino,1,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9456,,35,Denmark,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9457,,32,Czechia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9458,,32,Lebanon,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9459,,30,Portugal,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9460,,30,Vietnam,0,3/08/2020 19:30,,,,16,2020-03-08-19-30,0
9461,,25,Brazil,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9462,,25,Finland,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9463,,21,Ireland,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9464,,20,Algeria,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9465,,19,Palestine,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9466,,17,Russia,0,3/08/2020 19:30,,,,3,2020-03-08-19-30,0
9467,,16,Oman,0,3/08/2020 19:30,,,,2,2020-03-08-19-30,0
9468,,16,Slovenia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9469,,15,Qatar,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9470,,15,Romania,0,3/08/2020 19:30,,,,5,2020-03-08-19-30,0
9471,,14,Ecuador,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9472,,13,Georgia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9473,,12,Argentina,1,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9474,,12,Croatia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9475,,11,Saudi Arabia,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9476,,11,Poland,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9477,,10,Philippines,1,3/08/2020 19:30,,,,2,2020-03-08-19-30,0
9478,,10,Macau,0,3/08/2020 19:30,,,Macau,10,2020-03-08-19-30,0
9479,,10,Estonia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9480,,10,Chile,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9481,,9,Azerbaijan,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9482,,7,Mexico,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9483,,7,Pakistan,0,3/08/2020 19:30,,,,1,2020-03-08-19-30,0
9484,,7,Hungary,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9485,,6,Belarus,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9486,,6,Indonesia,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9487,,6,Peru,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9488,,5,Dominican Republic,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9489,,5,Luxembourg,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
9490,,5,New Zealand,0,3/08/2020 19:30,,,,0,2020-03-08-19-30,0
